point_id,year,PAH_sum_13 [µg*kg-1],anthracene [µg*kg-1],benzo(a)anthracene [µg*kg-1],benzo(a)fluoranthene [µg*kg-1],benzo(a)pyrene [µg*kg-1],benzo(b)fluoranthene [µg*kg-1],benzo(ghi)perylene [µg*kg-1],benzo(k)fluoranthene [µg*kg-1],chrysene [µg*kg-1],dibenzo(a.h)anthracene [µg*kg-1],fluoranthene [µg*kg-1],fluorene [µg*kg-1],indeno(1.2.3-cd)pyrene [µg*kg-1],naphthalene [µg*kg-1],phenanthrene [µg*kg-1,pyrene [µg*kg-1]
117,2005,278.0,,,,,,,,,,,,,,,
117,2010,921.7,,,,,,,,,,,,,,,
117,2015,1021.5,11.0,107.0,18.3,109.8,39.9,71.0,57.1,117.3,13.4,173.5,7.2,88.7,12.4,68.7,156.8
117,2020,28,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",28,"<25,0","<25,0","<25,0","<25,0","<25,0"
119,1995,196.0,,,,,,,,,,,,,,,
119,2000,266.0,,,,,,,,,,,,,,,
119,2005,380.0,,,,,,,,,,,,,,,
119,2010,463.4,,,,,,,,,,,,,,,
119,2015,183.1,3.5,12.6,5.4,16.9,25.0,13.9,10.1,15.7,5.8,25.5,2.5,16.1,5.5,13.2,22.4
119,2020,373,"<25,0",34,57,52,"<25,0",37,44,42,"<25,0",65,"<25,0",45,"<25,0","<25,0",54
121,1995,1519.0,,,,,,,,,,,,,,,
121,2000,256.0,,,,,,,,,,,,,,,
121,2005,196.0,,,,,,,,,,,,,,,
121,2010,196.6,,,,,,,,,,,,,,,
121,2015,135.3,3.2,8.2,4.8,11.7,15.6,9.8,7.4,10.0,5.2,18.2,2.7,11.9,1.8,15.6,15.7
121,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
123,1995,335.0,,,,,,,,,,,,,,,
123,2000,539.0,,,,,,,,,,,,,,,
123,2005,610.0,,,,,,,,,,,,,,,
123,2010,730.9,,,,,,,,,,,,,,,
123,2015,1205.6,17.3,99.1,13.8,110.7,36.6,75.4,52.5,116.6,11.1,221.4,16.0,90.3,15.4,173.5,185.2
123,2020,557,"<25,0",50,61,59,"<25,0",44,55,62,"<25,0",108,"<25,0",53,"<25,0",36,90
125,1995,338.0,,,,,,,,,,,,,,,
125,2000,531.0,,,,,,,,,,,,,,,
125,2005,336.0,,,,,,,,,,,,,,,
125,2010,306.5,,,,,,,,,,,,,,,
125,2015,417.1,7.1,37.5,8.5,35.1,50.1,24.5,19.5,36.0,8.0,74.5,3.8,29.4,11.2,29.9,61.6
125,2020,109,"<25,0","<25,0",25,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",38,"<25,0",40,"<25,0","<25,0",31
127,1995,267.0,,,,,,,,,,,,,,,
127,2000,989.0,,,,,,,,,,,,,,,
127,2005,482.0,,,,,,,,,,,,,,,
127,2010,401.1,,,,,,,,,,,,,,,
127,2015,272.2,4.0,18.1,5.9,23.2,32.8,19.6,12.8,22.2,6.7,41.1,3.2,23.0,4.8,30.2,35.3
127,2020,624,"<25,0",53,86,86,"<25,0",61,75,69,"<25,0",114,"<25,0",74,"<25,0","<25,0",92
129,1995,105.0,,,,,,,,,,,,,,,
129,2000,164.0,,,,,,,,,,,,,,,
129,2005,143.0,,,,,,,,,,,,,,,
129,2010,180.3,,,,,,,,,,,,,,,
129,2015,119.1,3.2,7.4,4.5,11.2,15.3,8.7,6.9,8.5,4.9,16.0,2.8,11.0,2.3,9.4,13.9
129,2020,26,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",26,"<25,0","<25,0","<25,0","<25,0","<25,0"
131,1995,386.0,,,,,,,,,,,,,,,
131,2000,210.0,,,,,,,,,,,,,,,
131,2005,388.0,,,,,,,,,,,,,,,
131,2010,835.0,,,,,,,,,,,,,,,
131,2015,387.4,9.1,26.2,8.0,30.1,47.7,22.2,16.4,27.7,10.6,69.5,6.9,25.7,7.2,33.3,62.0
131,2020,343,"<25,0",28,40,35,"<25,0",38,35,37,"<25,0",60,"<25,0",61,"<25,0","<25,0",49
133,1995,159.0,,,,,,,,,,,,,,,
133,2000,199.0,,,,,,,,,,,,,,,
133,2005,265.0,,,,,,,,,,,,,,,
133,2010,181.0,,,,,,,,,,,,,,,
133,2015,147.3,3.8,11.1,5.5,13.5,11.4,11.3,9.0,14.4,5.4,19.1,3.6,13.8,9.9,13.8,17.1
133,2020,31,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",31,"<25,0","<25,0","<25,0"
135,1995,819.0,,,,,,,,,,,,,,,
135,2000,755.0,,,,,,,,,,,,,,,
135,2005,630.0,,,,,,,,,,,,,,,
135,2010,586.6,,,,,,,,,,,,,,,
135,2015,711.2,7.9,56.5,12.0,61.4,28.5,41.3,34.8,72.5,10.7,155.7,5.2,52.8,9.1,51.1,132.7
135,2020,304,"<25,0",27,32,40,"<25,0",28,30,33,"<25,0",49,"<25,0",37,"<25,0","<25,0",60
137,1995,246.0,,,,,,,,,,,,,,,
137,2000,394.0,,,,,,,,,,,,,,,
137,2005,366.0,,,,,,,,,,,,,,,
137,2010,349.2,,,,,,,,,,,,,,,
137,2015,265.1,5.1,20.3,9.0,24.4,37.8,17.1,12.9,19.7,8.0,39.8,3.9,24.9,3.5,15.1,35.8
137,2020,1054,"<25,0",106,120,128,"<25,0",85,113,118,"<25,0",185,"<25,0",108,"<25,0",54,157
139,1995,2070.0,,,,,,,,,,,,,,,
139,2000,540.0,,,,,,,,,,,,,,,
139,2005,2735.0,,,,,,,,,,,,,,,
139,2010,620.5,,,,,,,,,,,,,,,
139,2015,272.3,4.9,18.3,8.9,25.7,40.1,21.3,13.6,19.9,8.0,37.1,3.9,30.0,4.3,15.2,34.3
139,2020,364,"<25,0",30,42,38,"<25,0",31,35,40,"<25,0",67,"<25,0",34,34,35,54
141,1995,520.0,,,,,,,,,,,,,,,
141,2000,114.0,,,,,,,,,,,,,,,
141,2005,234.0,,,,,,,,,,,,,,,
141,2010,131.0,,,,,,,,,,,,,,,
141,2015,191.4,5.2,15.6,8.3,18.6,11.1,14.0,9.9,14.6,7.6,27.0,4.2,19.9,3.0,19.8,23.6
141,2020,456,"<25,0",48,"<25,0",45,44,31,41,56,"<25,0",85,"<25,0",35,"<25,0","<25,0",71
143,1995,277.0,,,,,,,,,,,,,,,
143,2000,260.0,,,,,,,,,,,,,,,
143,2005,368.0,,,,,,,,,,,,,,,
143,2010,637.7,,,,,,,,,,,,,,,
143,2015,669.9,11.5,57.3,15.6,61.9,84.9,44.7,32.2,60.6,10.2,101.6,6.1,54.4,10.5,58.4,86.2
143,2020,181,"<25,0","<25,0",29,25,"<25,0",33,"<25,0","<25,0","<25,0",40,"<25,0",50,"<25,0","<25,0",33
145,1995,285.0,,,,,,,,,,,,,,,
145,2000,507.0,,,,,,,,,,,,,,,
145,2005,401.0,,,,,,,,,,,,,,,
145,2010,523.3,,,,,,,,,,,,,,,
145,2015,314.8,4.7,20.5,8.8,27.0,44.9,21.9,14.9,23.5,8.7,51.9,4.0,32.0,3.6,14.0,46.6
145,2020,561,"<25,0",60,"<25,0",66,74,44,40,48,"<25,0",97,"<25,0",61,"<25,0","<25,0",71
147,1995,1054.0,,,,,,,,,,,,,,,
147,2000,785.0,,,,,,,,,,,,,,,
147,2005,595.0,,,,,,,,,,,,,,,
147,2010,586.5,,,,,,,,,,,,,,,
147,2015,1055.9,9.5,78.5,20.7,104.8,164.5,80.0,49.4,84.2,19.0,143.5,5.3,120.8,5.8,66.0,130.5
147,2020,1783,"<25,0",153,233,201,"<25,0",159,189,199,"<25,0",332,"<25,0",194,"<25,0",72,284
149,1995,149.0,,,,,,,,,,,,,,,
149,2000,175.0,,,,,,,,,,,,,,,
149,2005,205.0,,,,,,,,,,,,,,,
149,2010,133.9,,,,,,,,,,,,,,,
149,2015,121.8,4.8,8.8,7.3,12.2,8.9,10.0,6.8,7.2,6.8,15.5,4.3,13.8,3.9,8.6,14.1
149,2020,265,"<25,0",25,"<25,0",29,30,"<25,0",26,35,"<25,0",52,"<25,0",26,"<25,0","<25,0",42
151,1995,338.0,,,,,,,,,,,,,,,
151,2000,582.0,,,,,,,,,,,,,,,
151,2005,646.0,,,,,,,,,,,,,,,
151,2010,425.6,,,,,,,,,,,,,,,
151,2015,206.7,5.0,15.0,8.6,19.7,32.1,15.5,11.1,13.9,8.1,26.5,4.0,22.7,7.3,10.5,22.7
151,2020,191,"<25,0",35,"<25,0",31,"<25,0",25,"<25,0","<25,0","<25,0",39,"<25,0",31,"<25,0","<25,0",30
153,1995,265.0,,,,,,,,,,,,,,,
153,2000,351.0,,,,,,,,,,,,,,,
153,2005,713.0,,,,,,,,,,,,,,,
153,2010,681.6,,,,,,,,,,,,,,,
153,2015,166.6,7.5,9.4,6.0,13.4,14.2,12.2,6.8,9.4,7.3,25.3,7.0,12.6,7.9,18.7,22.8
153,2020,1408,"<25,0",156,"<25,0",176,179,108,101,115,"<25,0",201,"<25,0",159,"<25,0",56,157
155,1995,113.0,,,,,,,,,,,,,,,
155,2000,236.0,,,,,,,,,,,,,,,
155,2005,565.0,,,,,,,,,,,,,,,
155,2010,250.0,,,,,,,,,,,,,,,
155,2015,827.6,6.5,59.9,22.6,80.3,217.6,44.6,57.7,99.4,15.2,61.9,4.7,72.5,5.8,17.4,89.8
155,2020,190,"<25,0","<25,0",60,31,"<25,0",33,37,33,"<25,0","<25,0","<25,0",56,"<25,0","<25,0","<25,0"
157,1995,629.0,,,,,,,,,,,,,,,
157,2000,703.0,,,,,,,,,,,,,,,
157,2005,1640.0,,,,,,,,,,,,,,,
157,2010,882.0,,,,,,,,,,,,,,,
157,2015,980.2,32.7,84.1,18.5,77.8,108.8,49.2,34.9,70.2,14.2,174.9,15.5,76.6,4.2,93.0,148.2
157,2020,1443,"<25,0",138,181,164,"<25,0",124,155,157,"<25,0",255,"<25,0",154,37,87,209
159,1995,155.0,,,,,,,,,,,,,,,
159,2000,67.0,,,,,,,,,,,,,,,
159,2005,197.0,,,,,,,,,,,,,,,
159,2010,166.3,,,,,,,,,,,,,,,
159,2015,141.4,5.1,11.0,7.5,14.0,9.0,10.4,7.3,8.3,6.6,20.6,7.0,13.9,3.3,9.0,19.2
159,2020,557,30,44,52,50,"<25,0",37,46,48,"<25,0",93,31,46,94,66,66
161,1995,119.0,,,,,,,,,,,,,,,
161,2000,94.0,,,,,,,,,,,,,,,
161,2005,178.0,,,,,,,,,,,,,,,
161,2010,210.7,,,,,,,,,,,,,,,
161,2015,184.2,4.9,11.1,7.1,13.8,9.0,10.5,7.6,9.3,6.0,18.9,3.9,14.2,2.9,57.7,17.3
161,2020,28,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",28,"<25,0","<25,0","<25,0","<25,0","<25,0"
163,1995,244.0,,,,,,,,,,,,,,,
163,2000,402.0,,,,,,,,,,,,,,,
163,2005,354.0,,,,,,,,,,,,,,,
163,2010,331.7,,,,,,,,,,,,,,,
163,2015,227.8,4.7,15.2,7.5,19.9,39.1,16.7,12.3,18.7,8.1,29.4,3.7,24.3,3.2,9.2,26.5
163,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
165,1995,122.0,,,,,,,,,,,,,,,
165,2000,86.0,,,,,,,,,,,,,,,
165,2005,151.0,,,,,,,,,,,,,,,
165,2010,132.0,,,,,,,,,,,,,,,
165,2015,108.9,4.5,7.6,7.1,10.8,8.4,8.7,6.5,5.6,6.5,12.7,4.1,11.8,3.3,10.2,11.5
165,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
167,1995,110.0,,,,,,,,,,,,,,,
167,2000,128.0,,,,,,,,,,,,,,,
167,2005,104.0,,,,,,,,,,,,,,,
167,2010,177.9,,,,,,,,,,,,,,,
167,2015,99.9,3.9,6.9,6.4,11.2,6.4,7.7,6.5,7.2,5.3,11.7,3.4,9.5,2.8,9.1,11.2
167,2020,131,"<25,0",28,"<25,0",25,"<25,0",25,"<25,0","<25,0","<25,0",27,"<25,0",26,"<25,0","<25,0","<25,0"
169,1995,130.0,,,,,,,,,,,,,,,
169,2000,186.0,,,,,,,,,,,,,,,
169,2005,79.0,,,,,,,,,,,,,,,
169,2010,81.0,,,,,,,,,,,,,,,
169,2015,93.4,3.8,4.4,5.9,6.8,5.0,4.1,4.7,3.5,5.2,7.2,3.4,6.0,2.3,32.6,6.9
169,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
171,1995,521.0,,,,,,,,,,,,,,,
171,2000,394.0,,,,,,,,,,,,,,,
171,2005,627.0,,,,,,,,,,,,,,,
171,2010,526.5,,,,,,,,,,,,,,,
171,2015,396.6,5.9,34.0,8.6,41.7,21.2,32.0,23.5,45.7,9.7,60.7,4.1,40.0,10.0,26.0,52.2
171,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
173,1995,759.0,,,,,,,,,,,,,,,
173,2000,458.0,,,,,,,,,,,,,,,
173,2005,246.0,,,,,,,,,,,,,,,
173,2010,295.9,,,,,,,,,,,,,,,
173,2015,196.8,4.4,19.2,6.6,20.5,13.1,13.0,11.8,21.3,5.6,28.3,3.5,15.3,7.5,15.1,25.7
173,2020,450,"<25,0",55,"<25,0",54,65,39,34,39,"<25,0",62,"<25,0",54,"<25,0","<25,0",48
175,1995,494.0,,,,,,,,,,,,,,,
175,2000,493.0,,,,,,,,,,,,,,,
175,2005,233.0,,,,,,,,,,,,,,,
175,2010,623.8,,,,,,,,,,,,,,,
175,2015,690.9,9.4,54.3,11.1,49.9,73.2,36.8,25.3,59.7,9.4,133.5,6.5,45.8,3.6,70.9,116.3
175,2020,761,"<25,0",53,"<25,0",58,59,61,52,53,"<25,0",166,"<25,0",65,"<25,0",60,134
177,1995,188.0,,,,,,,,,,,,,,,
177,2000,170.0,,,,,,,,,,,,,,,
177,2005,814.0,,,,,,,,,,,,,,,
177,2010,524.4,,,,,,,,,,,,,,,
177,2015,237.7,6.1,18.8,7.2,19.9,10.7,17.9,11.8,23.5,5.8,40.9,5.5,15.7,11.4,26.8,34.4
177,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
179,1995,1243.0,,,,,,,,,,,,,,,
179,2000,884.0,,,,,,,,,,,,,,,
179,2005,453.0,,,,,,,,,,,,,,,
179,2010,234.1,,,,,,,,,,,,,,,
179,2015,154.8,4.8,11.9,6.3,15.2,8.0,12.6,8.9,15.1,3.4,24.0,4.1,15.5,3.3,10.4,20.8
179,2020,1378,"<25,0",84,"<25,0",119,139,145,124,104,"<25,0",243,"<25,0",167,"<25,0",53,200
181,1995,141.0,,,,,,,,,,,,,,,
181,2000,116.0,,,,,,,,,,,,,,,
181,2005,222.0,,,,,,,,,,,,,,,
181,2010,254.6,,,,,,,,,,,,,,,
181,2015,123.7,3.9,8.2,5.2,11.1,6.9,9.8,7.6,11.6,2.9,17.3,4.1,12.6,5.1,12.5,15.0
181,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
183,1995,171.0,,,,,,,,,,,,,,,
183,2000,393.0,,,,,,,,,,,,,,,
183,2005,214.0,,,,,,,,,,,,,,,
183,2010,156.8,,,,,,,,,,,,,,,
183,2015,191.1,5.9,14.6,7.2,15.5,9.2,11.9,8.8,13.7,6.4,27.0,4.9,15.5,8.2,35.0,22.7
183,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
187,1995,187.0,,,,,,,,,,,,,,,
187,2000,622.0,,,,,,,,,,,,,,,
187,2005,512.0,,,,,,,,,,,,,,,
187,2010,434.3,,,,,,,,,,,,,,,
187,2015,349.5,6.1,19.2,7.4,22.1,11.9,18.6,13.5,22.0,6.4,38.8,7.5,24.1,12.0,125.6,33.8
187,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
189,1995,140.0,,,,,,,,,,,,,,,
189,2000,221.0,,,,,,,,,,,,,,,
189,2005,342.0,,,,,,,,,,,,,,,
189,2010,352.0,,,,,,,,,,,,,,,
189,2015,385.7,8.3,32.1,9.0,32.1,14.0,22.9,15.2,32.0,7.7,61.8,8.1,30.1,11.7,69.1,52.3
189,2020,161,"<25,0","<25,0",32,31,"<25,0","<25,0","<25,0",25,"<25,0",41,"<25,0",32,"<25,0","<25,0",32
191,1995,131.0,,,,,,,,,,,,,,,
191,2000,199.0,,,,,,,,,,,,,,,
191,2005,292.0,,,,,,,,,,,,,,,
191,2010,398.0,,,,,,,,,,,,,,,
191,2015,324.2,7.4,27.4,10.0,29.5,15.4,24.6,16.8,29.0,9.6,54.6,6.6,32.2,10.7,24.0,47.0
191,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
193,1995,973.0,,,,,,,,,,,,,,,
193,2000,452.0,,,,,,,,,,,,,,,
193,2005,574.0,,,,,,,,,,,,,,,
193,2010,2433.7,,,,,,,,,,,,,,,
193,2015,1081.2,26.9,84.9,11.3,85.5,110.5,62.1,44.0,77.7,31.0,165.6,20.6,79.9,23.2,155.8,136.7
193,2020,374,"<25,0",26,"<25,0",31,32,35,26,26,"<25,0",70,"<25,0",37,"<25,0",34,57
195,1995,192.0,,,,,,,,,,,,,,,
195,2000,175.0,,,,,,,,,,,,,,,
195,2005,754.0,,,,,,,,,,,,,,,
195,2010,312.6,,,,,,,,,,,,,,,
195,2015,291.7,7.1,24.7,9.5,28.3,14.4,22.4,15.7,25.9,8.8,46.7,6.3,29.6,14.4,23.5,38.2
195,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
197,1995,156.0,,,,,,,,,,,,,,,
197,2000,146.0,,,,,,,,,,,,,,,
197,2005,410.0,,,,,,,,,,,,,,,
197,2010,287.6,,,,,,,,,,,,,,,
197,2015,384.0,8.3,20.3,7.9,21.1,11.7,17.7,12.4,19.4,8.0,41.8,10.3,23.5,20.5,154.6,34.9
197,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
199,1995,92.0,,,,,,,,,,,,,,,
199,2000,173.0,,,,,,,,,,,,,,,
199,2005,485.0,,,,,,,,,,,,,,,
199,2010,161.0,,,,,,,,,,,,,,,
199,2015,180.0,5.9,12.7,7.3,15.8,9.6,13.3,9.1,13.4,7.5,22.4,5.8,17.5,7.6,27.5,19.7
199,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
201,1995,245.0,,,,,,,,,,,,,,,
201,2000,306.0,,,,,,,,,,,,,,,
201,2005,457.0,,,,,,,,,,,,,,,
201,2010,256.0,,,,,,,,,,,,,,,
201,2015,271.6,7.0,24.2,7.8,22.2,11.7,17.1,12.6,23.6,7.2,43.0,5.4,21.6,6.9,38.8,37.3
201,2020,31,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",31,"<25,0","<25,0","<25,0"
203,1995,113.0,,,,,,,,,,,,,,,
203,2000,199.0,,,,,,,,,,,,,,,
203,2005,132.0,,,,,,,,,,,,,,,
203,2010,121.8,,,,,,,,,,,,,,,
203,2015,155.0,5.3,12.3,6.9,14.7,9.0,12.2,9.1,12.4,6.9,21.7,4.9,15.2,5.4,11.7,19.6
203,2020,471,"<25,0",34,"<25,0",47,58,50,47,54,"<25,0",69,"<25,0",53,"<25,0","<25,0",59
205,1995,276.0,,,,,,,,,,,,,,,
205,2000,266.0,,,,,,,,,,,,,,,
205,2005,310.0,,,,,,,,,,,,,,,
205,2010,409.5,,,,,,,,,,,,,,,
205,2015,124.0,2.8,6.4,4.3,9.2,13.5,6.9,6.2,7.4,4.6,12.6,2.3,9.5,2.1,31.5,11.1
205,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
207,1995,195.0,,,,,,,,,,,,,,,
207,2000,451.0,,,,,,,,,,,,,,,
207,2005,753.0,,,,,,,,,,,,,,,
207,2010,1692.2,,,,,,,,,,,,,,,
207,2015,745.7,19.3,58.0,20.1,54.5,83.9,41.6,34.9,60.1,20.3,144.4,13.4,46.6,16.9,47.8,121.0
207,2020,268,"<25,0",30,"<25,0",32,30,"<25,0","<25,0",35,"<25,0",63,"<25,0",27,"<25,0","<25,0",51
209,1995,180.0,,,,,,,,,,,,,,,
209,2000,763.0,,,,,,,,,,,,,,,
209,2005,296.0,,,,,,,,,,,,,,,
209,2010,358.0,,,,,,,,,,,,,,,
209,2015,269.7,6.0,18.8,7.5,22.2,14.2,21.3,14.2,25.3,8.3,37.8,6.1,28.6,12.3,36.3,30.6
209,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
211,1995,121.0,,,,,,,,,,,,,,,
211,2000,132.0,,,,,,,,,,,,,,,
211,2005,184.0,,,,,,,,,,,,,,,
211,2010,279.0,,,,,,,,,,,,,,,
211,2015,140.2,5.4,11.7,6.8,14.8,8.6,11.4,8.1,10.2,6.1,19.2,4.5,13.4,5.8,9.2,17.7
211,2020,438,"<25,0",29,"<25,0",41,50,35,80,28,"<25,0",52,"<25,0",26,"<25,0",28,69
213,1995,429.0,,,,,,,,,,,,,,,
213,2000,567.0,,,,,,,,,,,,,,,
213,2005,1192.0,,,,,,,,,,,,,,,
213,2010,551.5,,,,,,,,,,,,,,,
213,2015,473.6,4.4,31.7,8.4,45.3,66.9,36.1,24.6,42.8,9.5,75.2,3.4,41.0,3.4,29.4,63.2
213,2020,394,"<25,0",29,"<25,0",39,43,35,38,47,"<25,0",68,"<25,0",37,"<25,0","<25,0",58
215,1995,241.0,,,,,,,,,,,,,,,
215,2000,480.0,,,,,,,,,,,,,,,
215,2005,385.0,,,,,,,,,,,,,,,
215,2010,354.8,,,,,,,,,,,,,,,
215,2015,333.7,4.3,23.9,6.8,29.8,44.5,27.6,16.0,30.0,8.2,48.8,4.0,31.6,3.3,24.0,41.0
215,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
217,1995,163.0,,,,,,,,,,,,,,,
217,2000,221.0,,,,,,,,,,,,,,,
217,2005,443.0,,,,,,,,,,,,,,,
217,2010,499.8,,,,,,,,,,,,,,,
217,2015,396.1,6.6,32.5,9.9,32.6,51.1,24.5,17.5,32.5,9.2,64.8,4.9,33.1,5.4,30.2,56.6
217,2020,26,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",26,"<25,0","<25,0","<25,0","<25,0","<25,0"
219,1995,301.0,,,,,,,,,,,,,,,
219,2000,469.0,,,,,,,,,,,,,,,
219,2005,806.0,,,,,,,,,,,,,,,
219,2010,958.1,,,,,,,,,,,,,,,
219,2015,281.3,5.2,14.0,5.8,19.8,36.3,22.0,14.0,19.3,7.5,31.2,1.5,19.9,5.4,70.1,20.6
219,2020,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0"
221,1995,786.0,,,,,,,,,,,,,,,
221,2000,858.0,,,,,,,,,,,,,,,
221,2005,984.0,,,,,,,,,,,,,,,
221,2010,806.8,,,,,,,,,,,,,,,
221,2015,707.8,6.6,50.1,12.4,62.4,98.0,57.7,33.6,61.9,15.6,112.2,4.5,71.1,6.0,38.4,95.6
221,2020,7493,81,588,"<25,0",735,778,680,692,661,"<25,0",1190,"<25,0",818,"<25,0",274,996
223,1995,139.0,,,,,,,,,,,,,,,
223,2000,119.0,,,,,,,,,,,,,,,
223,2005,225.0,,,,,,,,,,,,,,,
223,2010,451.0,,,,,,,,,,,,,,,
223,2015,345.4,4.7,22.6,6.5,28.9,42.3,22.1,15.5,27.5,7.1,59.0,4.5,26.7,5.4,36.3,48.2
223,2020,424,"<25,0",29,"<25,0",43,43,45,37,37,"<25,0",63,"<25,0",73,"<25,0","<25,0",54
225,1995,277.0,,,,,,,,,,,,,,,
225,2000,390.0,,,,,,,,,,,,,,,
225,2005,353.0,,,,,,,,,,,,,,,
225,2010,236.4,,,,,,,,,,,,,,,
225,2015,428.7,6.0,32.9,8.5,38.5,60.4,30.7,21.6,39.7,7.9,68.4,4.0,35.4,6.5,25.4,57.9
225,2020,37,"<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0","<25,0",37,"<25,0","<25,0","<25,0"
229,1995,499.0,,,,,,,,,,,,,,,
