point_id,year,BN-78/9180-11: 1.0-0.1 mm [%],BN-78/9180-11: 0.1-0.02 mm [%],BN-78/9180-11: < 0.02 mm [%],PTG 2008: 0.05-0.002 mm [%],PTG 2008: 2.0-0.05 mm [%],PTG 2008: < 0.002 mm [%]
303,2005,23.0,34.0,43.0,,,10.0
303,2010,30.0,31.0,39.0,55.0,41.0,4.0
303,2015,26.0,36.0,38.0,62.0,35.0,3.0
303,2020,60.0,25.0,15.0,23.0,73.0,4.0
305,1995,36.0,21.0,43.0,,,13.0
305,2000,38.0,19.0,43.0,,,14.0
305,2005,41.0,18.0,41.0,,,14.0
305,2010,40.0,27.0,33.0,36.0,60.0,4.0
305,2015,41.0,26.0,33.0,46.0,49.0,5.0
305,2020,61.0,24.0,15.0,21.0,75.0,4.0
307,1995,25.0,33.0,42.0,,,11.0
307,2000,24.0,34.0,42.0,,,9.0
307,2005,21.0,38.0,41.0,,,8.0
307,2010,27.0,31.0,42.0,52.0,38.0,10.0
307,2015,25.0,39.0,36.0,58.0,35.0,7.0
307,2020,27.0,48.0,25.0,56.0,36.0,8.0
311,1995,16.0,38.0,46.0,,,15.0
311,2000,23.0,34.0,43.0,,,12.0
311,2005,20.0,30.0,50.0,,,12.0
311,2010,19.0,42.0,39.0,65.0,31.0,4.0
311,2015,23.0,47.0,30.0,58.0,35.0,7.0
311,2020,45.0,28.0,27.0,39.0,55.0,6.0
313,1995,41.0,26.0,33.0,,,7.0
313,2000,35.0,30.0,35.0,,,8.0
313,2005,30.0,33.0,37.0,,,7.0
313,2010,43.0,26.0,31.0,46.0,51.0,3.0
313,2015,45.0,28.0,27.0,44.0,52.0,4.0
313,2020,44.0,31.0,25.0,38.0,55.0,7.0
315,1995,22.0,42.0,36.0,,,7.0
315,2000,17.0,45.0,38.0,,,8.0
315,2005,19.0,41.0,40.0,,,6.0
315,2010,14.0,35.0,51.0,70.0,24.0,6.0
315,2015,13.0,41.0,46.0,73.0,22.0,5.0
315,2020,15.0,38.0,47.0,72.0,20.0,8.0
317,1995,10.0,26.0,64.0,,,18.0
317,2000,14.0,27.0,59.0,,,15.0
317,2005,12.0,30.0,58.0,,,16.0
317,2010,29.0,34.0,37.0,57.0,41.0,2.0
317,2015,17.0,39.0,44.0,69.0,28.0,3.0
317,2020,30.0,28.0,42.0,52.0,38.0,10.0
319,1995,8.0,42.0,50.0,,,8.0
319,2000,8.0,40.0,52.0,,,8.0
319,2005,5.0,48.0,47.0,,,5.0
319,2010,6.0,44.0,50.0,80.0,14.0,6.0
319,2015,7.0,46.0,47.0,81.0,14.0,5.0
319,2020,23.0,26.0,51.0,62.0,30.0,8.0
321,1995,46.0,28.0,26.0,,,5.0
321,2000,43.0,32.0,25.0,,,4.0
321,2005,49.0,28.0,23.0,,,4.0
321,2010,43.0,30.0,27.0,42.0,55.0,3.0
321,2015,43.0,34.0,23.0,42.0,56.0,2.0
321,2020,45.0,32.0,23.0,41.0,55.0,4.0
323,1995,90.0,5.0,5.0,,,1.0
323,2000,86.0,7.0,7.0,,,2.0
323,2005,86.0,7.0,7.0,,,1.0
323,2010,87.0,4.0,9.0,8.0,90.0,2.0
323,2015,89.0,4.0,7.0,5.0,91.0,4.0
323,2020,66.0,21.0,13.0,17.0,81.0,2.0
325,1995,63.0,17.0,20.0,,,7.0
325,2000,68.0,16.0,16.0,,,5.0
325,2005,54.0,24.0,22.0,,,6.0
325,2010,61.0,17.0,22.0,27.0,69.0,4.0
325,2015,60.0,21.0,19.0,28.0,69.0,3.0
325,2020,46.0,27.0,27.0,37.0,57.0,6.0
327,1995,68.0,16.0,16.0,,,5.0
327,2000,69.0,16.0,15.0,,,3.0
327,2005,69.0,15.0,16.0,,,4.0
327,2010,69.0,17.0,14.0,18.0,80.0,2.0
327,2015,70.0,21.0,9.0,15.0,83.0,2.0
327,2020,41.0,42.0,17.0,46.0,52.0,2.0
329,1995,54.0,22.0,24.0,,,7.0
329,2000,56.0,21.0,23.0,,,6.0
329,2005,55.0,21.0,24.0,,,5.0
329,2010,57.0,18.0,25.0,30.0,65.0,5.0
329,2015,60.0,16.0,24.0,27.0,68.0,5.0
329,2020,56.0,27.0,17.0,27.0,69.0,4.0
331,1995,61.0,19.0,20.0,,,3.0
331,2000,64.0,17.0,19.0,,,3.0
331,2005,64.0,14.0,22.0,,,2.0
331,2010,62.0,18.0,20.0,28.0,70.0,2.0
331,2015,63.0,19.0,18.0,30.0,69.0,1.0
331,2020,52.0,29.0,19.0,29.0,65.0,6.0
333,1995,40.0,22.0,38.0,,,10.0
333,2000,43.0,23.0,34.0,,,7.0
333,2005,33.0,28.0,39.0,,,6.0
333,2010,45.0,23.0,32.0,41.0,54.0,5.0
333,2015,48.0,24.0,28.0,39.0,55.0,6.0
333,2020,51.0,29.0,20.0,30.0,63.0,7.0
335,1995,32.0,18.0,50.0,,,19.0
335,2000,31.0,19.0,50.0,,,20.0
335,2005,33.0,20.0,47.0,,,18.0
335,2010,29.0,20.0,51.0,47.0,35.0,18.0
335,2015,32.0,18.0,50.0,44.0,37.0,19.0
335,2020,32.0,26.0,42.0,47.0,40.0,13.0
337,1995,33.0,32.0,35.0,,,7.0
337,2000,33.0,34.0,33.0,,,5.0
337,2005,34.0,30.0,36.0,,,7.0
337,2010,36.0,33.0,31.0,51.0,45.0,4.0
337,2015,39.0,35.0,26.0,49.0,48.0,3.0
337,2020,26.0,26.0,48.0,55.0,33.0,12.0
339,1995,38.0,31.0,31.0,,,6.0
339,2000,45.0,28.0,27.0,,,4.0
339,2005,47.0,27.0,26.0,,,4.0
339,2010,44.0,29.0,27.0,46.0,52.0,2.0
339,2015,47.0,32.0,21.0,41.0,57.0,2.0
339,2020,53.0,28.0,19.0,33.0,65.0,2.0
341,1995,72.0,16.0,12.0,,,3.0
341,2000,66.0,21.0,13.0,,,2.0
341,2005,64.0,21.0,15.0,,,2.0
341,2010,63.0,23.0,14.0,24.0,75.0,1.0
341,2015,68.0,19.0,13.0,17.0,80.0,3.0
341,2020,61.0,26.0,13.0,23.0,73.0,4.0
343,1995,85.0,7.0,8.0,,,1.0
343,2000,82.0,8.0,10.0,,,2.0
343,2005,81.0,9.0,10.0,,,2.0
343,2010,66.0,14.0,20.0,25.0,72.0,3.0
343,2015,69.0,19.0,12.0,18.0,79.0,3.0
343,2020,56.0,21.0,23.0,22.0,69.0,9.0
345,1995,69.0,10.0,21.0,,,6.0
345,2000,70.0,11.0,19.0,,,8.0
345,2005,67.0,10.0,23.0,,,6.0
345,2010,65.0,12.0,23.0,22.0,69.0,9.0
345,2015,69.0,15.0,16.0,17.0,77.0,6.0
345,2020,66.0,20.0,14.0,16.0,80.0,4.0
347,1995,42.0,33.0,25.0,,,6.0
347,2000,41.0,36.0,23.0,,,4.0
347,2005,43.0,36.0,21.0,,,3.0
347,2010,28.0,41.0,31.0,49.0,46.0,5.0
347,2015,25.0,46.0,29.0,56.0,39.0,5.0
347,2020,27.0,44.0,29.0,60.0,36.0,4.0
349,1995,9.0,56.0,35.0,,,5.0
349,2000,5.0,58.0,37.0,,,8.0
349,2005,7.0,56.0,37.0,,,5.0
349,2010,5.0,58.0,37.0,77.0,17.0,6.0
349,2015,3.0,60.0,37.0,79.0,14.0,7.0
349,2020,21.0,39.0,40.0,60.0,28.0,12.0
351,1995,9.0,48.0,43.0,,,6.0
351,2000,6.0,54.0,40.0,,,6.0
351,2005,4.0,54.0,42.0,,,4.0
351,2010,6.0,48.0,46.0,81.0,14.0,5.0
351,2015,6.0,50.0,44.0,83.0,13.0,4.0
351,2020,40.0,37.0,23.0,47.0,50.0,3.0
353,1995,16.0,50.0,34.0,,,6.0
353,2000,12.0,53.0,35.0,,,6.0
353,2005,12.0,50.0,38.0,,,4.0
353,2010,9.0,54.0,37.0,74.0,21.0,5.0
353,2015,9.0,56.0,35.0,75.0,21.0,4.0
353,2020,17.0,50.0,33.0,72.0,24.0,4.0
355,1995,6.0,50.0,44.0,,,8.0
355,2000,4.0,51.0,45.0,,,11.0
355,2005,5.0,53.0,42.0,,,8.0
355,2010,3.0,54.0,43.0,78.0,14.0,8.0
355,2015,3.0,55.0,42.0,80.0,11.0,9.0
355,2020,5.0,36.0,59.0,80.0,9.0,11.0
357,1995,51.0,26.0,23.0,,,6.0
357,2000,49.0,26.0,25.0,,,7.0
357,2005,45.0,31.0,24.0,,,5.0
357,2010,48.0,27.0,25.0,39.0,57.0,4.0
357,2015,46.0,29.0,25.0,35.0,58.0,7.0
357,2020,65.0,22.0,13.0,19.0,79.0,2.0
359,1995,41.0,34.0,25.0,,,8.0
359,2000,39.0,33.0,28.0,,,7.0
359,2005,41.0,31.0,28.0,,,6.0
359,2010,31.0,39.0,30.0,50.0,43.0,7.0
359,2015,38.0,41.0,21.0,48.0,51.0,1.0
359,2020,47.0,36.0,17.0,37.0,59.0,4.0
361,1995,59.0,20.0,21.0,,,5.0
361,2000,56.0,24.0,20.0,,,4.0
361,2005,56.0,23.0,21.0,,,3.0
361,2010,57.0,26.0,17.0,30.0,67.0,3.0
361,2015,64.0,22.0,14.0,28.0,71.0,1.0
361,2020,50.0,26.0,24.0,35.0,61.0,4.0
363,1995,46.0,27.0,27.0,,,12.0
363,2000,44.0,26.0,30.0,,,12.0
363,2005,44.0,27.0,29.0,,,11.0
363,2010,41.0,31.0,28.0,40.0,53.0,7.0
363,2015,45.0,29.0,26.0,36.0,57.0,7.0
363,2020,20.0,55.0,25.0,62.0,28.0,10.0
365,1995,48.0,15.0,37.0,,,10.0
365,2000,46.0,15.0,39.0,,,13.0
365,2005,48.0,15.0,37.0,,,11.0
365,2010,16.0,19.0,65.0,55.0,23.0,22.0
365,2015,15.0,19.0,66.0,53.0,22.0,25.0
365,2020,61.0,24.0,15.0,19.0,75.0,6.0
367,1995,64.0,21.0,15.0,,,6.0
367,2000,67.0,20.0,13.0,,,4.0
367,2005,67.0,18.0,15.0,,,3.0
367,2010,66.0,19.0,15.0,25.0,74.0,1.0
367,2015,64.0,24.0,12.0,24.0,74.0,2.0
367,2020,51.0,28.0,21.0,33.0,63.0,4.0
369,1995,86.0,7.0,7.0,,,3.0
369,2000,87.0,5.0,8.0,,,2.0
369,2005,85.0,6.0,9.0,,,2.0
369,2010,82.0,8.0,10.0,11.0,87.0,2.0
369,2015,83.0,9.0,8.0,11.0,87.0,2.0
369,2020,65.0,21.0,14.0,17.0,79.0,4.0
371,1995,54.0,18.0,28.0,,,8.0
371,2000,61.0,15.0,24.0,,,6.0
371,2005,51.0,18.0,31.0,,,7.0
371,2010,34.0,18.0,48.0,40.0,41.0,19.0
371,2015,41.0,14.0,45.0,35.0,45.0,20.0
371,2020,61.0,24.0,15.0,20.0,75.0,5.0
373,1995,15.0,60.0,25.0,,,6.0
373,2000,13.0,60.0,27.0,,,9.0
373,2005,13.0,60.0,27.0,,,5.0
373,2010,13.0,64.0,23.0,62.0,35.0,3.0
373,2015,14.0,67.0,19.0,64.0,33.0,3.0
373,2020,31.0,44.0,25.0,51.0,40.0,9.0
375,1995,9.0,58.0,33.0,,,12.0
375,2000,8.0,58.0,34.0,,,12.0
375,2005,9.0,55.0,36.0,,,11.0
375,2010,7.0,58.0,35.0,68.0,19.0,13.0
375,2015,9.0,59.0,32.0,67.0,20.0,13.0
375,2020,39.0,36.0,25.0,40.0,49.0,11.0
377,1995,32.0,22.0,46.0,,,17.0
377,2000,33.0,25.0,42.0,,,21.0
377,2005,26.0,30.0,44.0,,,20.0
377,2010,34.0,19.0,47.0,39.0,41.0,20.0
377,2015,35.0,20.0,45.0,38.0,43.0,19.0
377,2020,38.0,33.0,29.0,42.0,48.0,10.0
379,1995,68.0,21.0,11.0,,,3.0
379,2000,69.0,20.0,11.0,,,5.0
379,2005,69.0,20.0,11.0,,,2.0
379,2010,67.0,19.0,14.0,22.0,76.0,2.0
379,2015,66.0,22.0,12.0,21.0,76.0,3.0
379,2020,55.0,22.0,23.0,29.0,67.0,4.0
381,1995,6.0,57.0,37.0,,,7.0
381,2000,7.0,57.0,36.0,,,11.0
381,2005,8.0,59.0,33.0,,,9.0
381,2010,7.0,60.0,33.0,78.0,19.0,3.0
381,2015,5.0,62.0,33.0,73.0,19.0,8.0
381,2020,26.0,36.0,38.0,61.0,34.0,5.0
383,1995,62.0,16.0,22.0,,,8.0
383,2000,61.0,17.0,22.0,,,10.0
383,2005,60.0,17.0,23.0,,,7.0
383,2010,61.0,16.0,23.0,25.0,70.0,5.0
383,2015,63.0,18.0,19.0,23.0,72.0,5.0
383,2020,53.0,32.0,15.0,28.0,66.0,6.0
385,1995,76.0,13.0,11.0,,,5.0
385,2000,74.0,15.0,11.0,,,4.0
385,2005,79.0,12.0,9.0,,,3.0
385,2010,78.0,12.0,10.0,13.0,84.0,3.0
385,2015,73.0,18.0,9.0,15.0,83.0,2.0
385,2020,57.0,24.0,19.0,26.0,70.0,4.0
387,1995,22.0,48.0,30.0,,,7.0
387,2000,20.0,52.0,28.0,,,9.0
387,2005,22.0,52.0,26.0,,,8.0
387,2010,15.0,55.0,30.0,64.0,29.0,7.0
387,2015,18.0,56.0,26.0,58.0,37.0,5.0
387,2020,19.0,45.0,36.0,65.0,26.0,9.0
389,1995,28.0,50.0,22.0,,,8.0
389,2000,28.0,48.0,24.0,,,7.0
389,2005,28.0,49.0,23.0,,,6.0
389,2010,13.0,54.0,33.0,65.0,28.0,7.0
389,2015,13.0,58.0,29.0,64.0,29.0,7.0
389,2020,17.0,39.0,44.0,71.0,23.0,6.0
393,1995,5.0,58.0,37.0,,,8.0
393,2000,8.0,55.0,37.0,,,8.0
393,2005,6.0,58.0,36.0,,,5.0
393,2010,4.0,58.0,38.0,79.0,18.0,3.0
393,2015,5.0,64.0,31.0,71.0,27.0,2.0
393,2020,8.0,49.0,43.0,77.0,13.0,10.0
395,1995,4.0,57.0,39.0,,,10.0
395,2000,7.0,55.0,38.0,,,8.0
395,2005,11.0,49.0,40.0,,,6.0
395,2010,6.0,52.0,42.0,73.0,18.0,9.0
395,2015,9.0,51.0,40.0,73.0,17.0,10.0
395,2020,20.0,34.0,46.0,60.0,27.0,13.0
397,1995,4.0,57.0,39.0,,,7.0
397,2000,5.0,53.0,42.0,,,7.0
397,2005,5.0,54.0,41.0,,,4.0
397,2010,6.0,53.0,41.0,81.0,16.0,3.0
397,2015,5.0,60.0,35.0,75.0,20.0,5.0
397,2020,23.0,34.0,43.0,65.0,30.0,5.0
399,1995,8.0,59.0,33.0,,,8.0
399,2000,15.0,53.0,32.0,,,11.0
399,2005,8.0,60.0,32.0,,,8.0
399,2010,6.0,56.0,38.0,79.0,17.0,4.0
399,2015,10.0,59.0,31.0,74.0,21.0,5.0
399,2020,21.0,44.0,35.0,62.0,28.0,10.0
401,1995,7.0,57.0,36.0,,,8.0
401,2000,10.0,56.0,34.0,,,11.0
401,2005,7.0,61.0,32.0,,,7.0
401,2010,13.0,61.0,26.0,68.0,29.0,3.0
401,2015,11.0,68.0,21.0,63.0,32.0,5.0
401,2020,20.0,51.0,29.0,66.0,28.0,6.0
403,1995,6.0,50.0,44.0,,,14.0
403,2000,6.0,54.0,40.0,,,12.0
403,2005,5.0,54.0,41.0,,,11.0
403,2010,6.0,54.0,40.0,77.0,15.0,8.0
403,2015,4.0,59.0,37.0,74.0,17.0,9.0
403,2020,16.0,44.0,40.0,64.0,22.0,14.0
405,1995,10.0,45.0,45.0,,,8.0
405,2000,10.0,47.0,43.0,,,5.0
405,2005,9.0,50.0,41.0,,,4.0
405,2010,6.0,55.0,39.0,76.0,19.0,5.0
405,2015,7.0,50.0,43.0,76.0,16.0,8.0
405,2020,14.0,24.0,62.0,70.0,18.0,12.0
407,1995,10.0,35.0,55.0,,,14.0
407,2000,13.0,30.0,57.0,,,12.0
407,2005,9.0,31.0,60.0,,,13.0
407,2010,7.0,37.0,56.0,76.0,14.0,10.0
407,2015,9.0,45.0,46.0,75.0,19.0,6.0
407,2020,47.0,34.0,19.0,36.0,59.0,5.0
409,1995,10.0,40.0,50.0,,,11.0
409,2000,6.0,40.0,54.0,,,10.0
409,2005,5.0,40.0,55.0,,,7.0
409,2010,4.0,44.0,52.0,82.0,12.0,6.0
409,2015,5.0,52.0,43.0,79.0,16.0,5.0
409,2020,32.0,26.0,42.0,52.0,41.0,7.0
411,1995,13.0,39.0,48.0,,,9.0
411,2000,13.0,37.0,50.0,,,7.0
411,2005,16.0,38.0,46.0,,,6.0
411,2010,11.0,40.0,49.0,73.0,19.0,8.0
411,2015,15.0,46.0,39.0,71.0,24.0,5.0
411,2020,33.0,25.0,42.0,43.0,42.0,15.0
413,1995,30.0,34.0,36.0,,,12.0
413,2000,24.0,35.0,41.0,,,10.0
413,2005,21.0,34.0,45.0,,,10.0
413,2010,21.0,36.0,43.0,56.0,36.0,8.0
413,2015,25.0,36.0,39.0,54.0,39.0,7.0
413,2020,54.0,29.0,17.0,29.0,67.0,4.0
415,1995,51.0,25.0,24.0,,,5.0
415,2000,46.0,29.0,25.0,,,7.0
415,2005,32.0,37.0,31.0,,,9.0
415,2010,25.0,39.0,36.0,52.0,41.0,7.0
415,2015,28.0,39.0,33.0,49.0,45.0,6.0
415,2020,62.0,25.0,13.0,21.0,75.0,4.0
417,1995,7.0,46.0,47.0,,,8.0
417,2000,8.0,46.0,46.0,,,7.0
417,2005,5.0,49.0,46.0,,,6.0
417,2010,7.0,53.0,40.0,79.0,17.0,4.0
417,2015,8.0,50.0,42.0,80.0,17.0,3.0
417,2020,46.0,33.0,21.0,38.0,57.0,5.0
419,1995,11.0,38.0,51.0,,,8.0
419,2000,8.0,36.0,56.0,,,9.0
419,2005,8.0,37.0,55.0,,,10.0
419,2010,14.0,38.0,48.0,69.0,23.0,8.0
419,2015,13.0,39.0,48.0,70.0,21.0,9.0
419,2020,52.0,28.0,20.0,29.0,65.0,6.0
421,1995,14.0,59.0,27.0,,,6.0
421,2000,13.0,59.0,28.0,,,9.0
421,2005,12.0,60.0,28.0,,,4.0
421,2010,11.0,61.0,28.0,67.0,29.0,4.0
421,2015,13.0,61.0,26.0,66.0,30.0,4.0
421,2020,27.0,35.0,38.0,57.0,35.0,8.0
423,1995,25.0,36.0,39.0,,,13.0
423,2000,23.0,36.0,41.0,,,14.0
423,2005,23.0,39.0,38.0,,,10.0
423,2010,18.0,44.0,38.0,55.0,36.0,9.0
423,2015,19.0,41.0,40.0,56.0,36.0,8.0
423,2020,40.0,37.0,23.0,43.0,51.0,6.0
425,1995,4.0,57.0,39.0,,,12.0
425,2000,8.0,52.0,40.0,,,10.0
425,2005,6.0,54.0,40.0,,,8.0
425,2010,5.0,55.0,40.0,78.0,16.0,6.0
425,2015,5.0,57.0,38.0,80.0,16.0,4.0
425,2020,29.0,41.0,30.0,58.0,38.0,4.0
427,1995,7.0,23.0,70.0,,,26.0
427,2000,8.0,25.0,67.0,,,23.0
427,2005,9.0,25.0,66.0,,,21.0
427,2010,14.0,36.0,50.0,65.0,27.0,8.0
427,2015,20.0,35.0,45.0,65.0,30.0,5.0
427,2020,57.0,24.0,19.0,27.0,69.0,4.0
429,1995,5.0,19.0,76.0,,,34.0
429,2000,7.0,23.0,70.0,,,30.0
429,2005,9.0,20.0,71.0,,,27.0
429,2010,14.0,32.0,54.0,63.0,27.0,10.0
429,2015,7.0,31.0,62.0,72.0,15.0,13.0
429,2020,69.0,16.0,15.0,12.0,83.0,5.0
431,1995,32.0,36.0,32.0,,,10.0
431,2000,28.0,39.0,36.0,,,8.0
431,2005,32.0,35.0,33.0,,,11.0
431,2010,45.0,31.0,24.0,34.0,62.0,4.0
431,2015,42.0,34.0,24.0,41.0,56.0,3.0
431,2020,35.0,38.0,27.0,52.0,44.0,4.0
433,1995,21.0,32.0,47.0,,,13.0
433,2000,17.0,37.0,46.0,,,16.0
433,2005,19.0,37.0,44.0,,,12.0
433,2010,5.0,47.0,48.0,67.0,20.0,13.0
433,2015,8.0,42.0,50.0,66.0,20.0,14.0
433,2020,35.0,32.0,33.0,48.0,44.0,8.0
435,1995,4.0,40.0,56.0,,,15.0
435,2000,5.0,37.0,58.0,,,16.0
435,2005,5.0,38.0,57.0,,,14.0
435,2010,4.0,38.0,58.0,69.0,13.0,18.0
435,2015,6.0,37.0,57.0,69.0,13.0,18.0
435,2020,46.0,33.0,21.0,33.0,57.0,10.0
437,1995,15.0,49.0,36.0,,,10.0
437,2000,12.0,51.0,37.0,,,10.0
437,2005,12.0,51.0,37.0,,,8.0
437,2010,13.0,52.0,35.0,72.0,22.0,6.0
437,2015,14.0,54.0,32.0,62.0,31.0,7.0
437,2020,18.0,48.0,34.0,63.0,25.0,12.0
439,1995,13.0,48.0,39.0,,,13.0
439,2000,12.0,49.0,39.0,,,14.0
439,2005,10.0,53.0,37.0,,,11.0
439,2010,9.0,46.0,45.0,62.0,23.0,15.0
439,2015,10.0,47.0,43.0,64.0,23.0,13.0
439,2020,59.0,25.0,16.0,24.0,72.0,4.0
441,1995,14.0,25.0,61.0,,,28.0
441,2000,11.0,30.0,59.0,,,29.0
441,2005,14.0,31.0,55.0,,,24.0
441,2010,9.0,29.0,62.0,52.0,21.0,27.0
441,2015,9.0,31.0,60.0,54.0,22.0,24.0
441,2020,31.0,25.0,44.0,49.0,39.0,12.0
443,1995,23.0,35.0,42.0,,,15.0
443,2000,24.0,31.0,45.0,,,13.0
443,2005,24.0,33.0,43.0,,,13.0
443,2010,13.0,30.0,57.0,56.0,21.0,23.0
443,2015,12.0,33.0,55.0,62.0,22.0,16.0
443,2020,45.0,19.0,36.0,39.0,55.0,6.0
445,1995,5.0,55.0,40.0,,,8.0
445,2000,4.0,56.0,40.0,,,9.0
445,2005,4.0,51.0,45.0,,,10.0
445,2010,3.0,53.0,44.0,77.0,13.0,10.0
445,2015,2.0,54.0,44.0,76.0,13.0,11.0
445,2020,34.0,39.0,27.0,46.0,44.0,10.0
447,1995,4.0,51.0,45.0,,,10.0
447,2000,5.0,53.0,42.0,,,8.0
447,2005,3.0,52.0,45.0,,,9.0
447,2010,5.0,52.0,43.0,81.0,12.0,7.0
447,2015,2.0,58.0,40.0,78.0,14.0,8.0
447,2020,49.0,28.0,23.0,35.0,60.0,5.0
449,1995,6.0,50.0,44.0,,,16.0
449,2000,7.0,46.0,47.0,,,18.0
449,2005,8.0,47.0,45.0,,,15.0
449,2010,8.0,43.0,49.0,66.0,20.0,14.0
449,2015,11.0,45.0,44.0,63.0,23.0,14.0
449,2020,61.0,23.0,16.0,21.0,75.0,4.0
