point_id,year,Al [%],Ca [%],Fe [%],K [%],Mg [%],Na [%],P [%],S [%]
341,1995,0.44,0.06,0.3,0.05,0.04,0.006,0.02,0.022
341,2000,0.44,0.09,0.4,0.05,0.05,0.003,0.027,0.019
341,2005,0.36,0.33,0.38,0.05,0.06,0.007,0.043,0.017
341,2010,0.25,0.07,0.36,0.03,0.02,0.001,0.034,0.014
341,2015,0.29,0.07,0.3,0.04,0.03,0.003,0.03,0.017
341,2020,0.58,0.15,0.91,0.14,0.21,0.01,0.06,0.009
343,1995,0.48,0.47,0.78,0.08,0.14,0.006,0.068,0.019
343,2000,0.45,0.46,0.71,0.06,0.15,0.004,0.08,0.02
343,2005,0.46,0.47,0.71,0.08,0.23,0.008,0.09,0.019
343,2010,0.55,0.91,1.29,0.08,0.91,0.003,0.048,0.022
343,2015,0.46,1.34,1.23,0.06,0.78,0.004,0.05,0.027
343,2020,1.3,0.09,2.05,0.12,0.24,0.006,0.064,0.054
345,1995,1.01,0.27,0.84,0.12,0.1,0.005,0.061,0.028
345,2000,0.98,0.28,0.83,0.13,0.09,0.006,0.073,0.024
345,2005,0.89,0.28,0.72,0.12,0.07,0.006,0.068,0.026
345,2010,0.65,0.26,0.88,0.13,0.06,0.005,0.042,0.02
345,2015,0.44,0.28,0.65,0.07,0.05,0.002,0.04,0.019
345,2020,0.57,0.16,0.88,0.13,0.16,0.004,0.047,0.017
347,1995,1.15,0.18,1.02,0.14,0.19,0.008,0.074,0.022
347,2000,0.87,0.18,0.9,0.16,0.14,0.008,0.081,0.027
347,2005,0.81,0.22,0.96,0.12,0.11,0.01,0.108,0.029
347,2010,0.84,0.18,1.47,0.14,0.23,0.01,0.064,0.027
347,2015,0.9,0.22,1.34,0.14,0.22,0.006,0.08,0.02
347,2020,2.45,0.32,3.5,0.23,0.81,0.007,0.063,0.017
349,1995,1.18,0.2,1.01,0.15,0.14,0.01,0.071,0.039
349,2000,1.23,0.17,1.21,0.18,0.17,0.01,0.068,0.035
349,2005,1.15,0.19,1.14,0.18,0.12,0.014,0.069,0.028
349,2010,1.03,0.19,1.46,0.14,0.18,0.011,0.054,0.02
349,2015,1.0,0.13,1.25,0.13,0.17,0.005,0.05,0.016
349,2020,0.27,0.18,0.4,0.04,0.05,0.003,0.046,0.017
351,1995,1.35,0.16,1.1,0.12,0.15,0.009,0.095,0.031
351,2000,1.08,0.37,1.06,0.13,0.17,0.007,0.084,0.03
351,2005,1.11,0.21,1.12,0.17,0.13,0.015,0.083,0.027
351,2010,0.78,0.15,1.09,0.1,0.14,0.003,0.074,0.03
351,2015,1.29,0.23,1.31,0.15,0.19,0.01,0.07,0.022
351,2020,1.18,0.32,1.68,0.2,0.26,0.008,0.079,0.018
353,1995,1.23,1.45,2.18,0.21,0.24,0.018,0.166,0.049
353,2000,1.05,1.43,2.06,0.21,0.24,0.024,0.186,0.043
353,2005,0.93,1.42,2.24,0.25,0.22,0.02,0.175,0.037
353,2010,0.71,0.77,2.06,0.19,0.19,0.009,0.093,0.038
353,2015,0.93,0.76,1.98,0.16,0.21,0.009,0.08,0.027
353,2020,0.65,0.22,1.01,0.13,0.2,0.004,0.05,0.021
355,1995,1.71,0.5,1.54,0.26,0.27,0.011,0.071,0.032
355,2000,1.64,0.55,1.47,0.26,0.27,0.012,0.071,0.034
355,2005,1.54,0.46,1.58,0.31,0.22,0.019,0.077,0.034
355,2010,1.04,0.38,1.58,0.18,0.21,0.01,0.062,0.023
355,2015,1.16,0.41,1.55,0.19,0.23,0.006,0.06,0.017
355,2020,0.9,0.3,1.05,0.15,0.09,0.002,0.054,0.02
357,1995,0.69,0.15,0.64,0.11,0.1,0.005,0.029,0.019
357,2000,0.65,0.2,0.64,0.1,0.09,0.004,0.028,0.014
357,2005,0.51,0.18,0.6,0.1,0.07,0.008,0.048,0.019
357,2010,0.38,0.18,0.64,0.09,0.06,0.003,0.037,0.015
357,2015,0.55,0.15,0.69,0.11,0.09,0.005,0.03,0.015
357,2020,0.71,0.1,0.31,0.09,0.15,0.004,0.08,0.012
359,1995,0.85,0.15,0.97,0.17,0.1,0.005,0.035,0.018
359,2000,0.72,0.13,0.84,0.13,0.08,0.004,0.04,0.018
359,2005,0.77,0.13,1.01,0.16,0.1,0.006,0.038,0.016
359,2010,0.45,0.09,0.83,0.08,0.06,0.002,0.027,0.013
359,2015,0.46,0.1,0.58,0.08,0.06,0.005,0.04,0.023
359,2020,2.32,1.55,3.57,0.27,0.76,0.012,0.047,0.014
361,1995,0.57,0.03,0.53,0.06,0.05,0.002,0.058,0.018
361,2000,0.51,0.04,0.49,0.06,0.05,0.004,0.068,0.018
361,2005,0.41,0.03,0.43,0.05,0.03,0.004,0.051,0.017
361,2010,0.24,0.02,0.47,0.03,0.03,0.002,0.03,0.012
361,2015,0.31,0.02,0.39,0.03,0.03,0.002,0.04,0.012
361,2020,0.67,0.19,0.84,0.08,0.11,0.003,0.037,0.008
363,1995,1.0,0.05,1.0,0.12,0.17,0.007,0.045,0.027
363,2000,0.87,0.04,1.13,0.1,0.13,0.009,0.046,0.024
363,2005,0.95,0.04,1.13,0.12,0.11,0.01,0.062,0.02
363,2010,0.83,0.06,1.13,0.08,0.13,0.004,0.049,0.02
363,2015,0.76,0.07,1.22,0.11,0.16,0.009,0.06,0.016
363,2020,0.44,0.18,0.66,0.16,0.12,0.006,0.046,0.021
365,1995,1.36,0.2,1.39,0.19,0.29,0.007,0.08,0.027
365,2000,1.34,0.28,1.58,0.2,0.29,0.009,0.075,0.029
365,2005,1.16,0.2,1.53,0.19,0.22,0.013,0.088,0.023
365,2010,1.45,0.33,2.73,0.26,0.43,0.008,0.113,0.021
365,2015,1.67,0.46,3.16,0.22,0.53,0.007,0.09,0.023
365,2020,0.71,0.19,0.8,0.13,0.13,0.005,0.041,0.023
367,1995,0.39,0.03,0.44,0.09,0.06,0.005,0.046,0.016
367,2000,0.26,0.05,0.32,0.06,0.04,0.003,0.055,0.018
367,2005,0.21,0.06,0.41,0.05,0.03,0.003,0.048,0.016
367,2010,0.2,0.05,0.33,0.05,0.04,0.004,0.033,0.011
367,2015,0.18,0.03,0.31,0.04,0.03,0.003,0.03,0.012
367,2020,0.6,0.25,0.72,0.1,0.09,0.004,0.045,0.008
369,1995,0.3,0.02,0.31,0.06,0.05,0.003,0.032,0.012
369,2000,0.3,0.05,0.45,0.05,0.05,0.003,0.03,0.013
369,2005,0.32,0.07,0.37,0.07,0.04,0.004,0.036,0.012
369,2010,0.15,0.05,0.4,0.04,0.04,0.003,0.027,0.008
369,2015,0.18,0.04,0.28,0.05,0.04,0.005,0.02,0.008
369,2020,0.57,0.13,0.74,0.12,0.11,0.004,0.048,0.005
371,1995,0.97,0.47,0.85,0.17,0.18,0.008,0.098,0.024
371,2000,0.6,0.39,0.72,0.13,0.14,0.005,0.091,0.019
371,2005,0.8,0.33,1.13,0.22,0.2,0.01,0.086,0.022
371,2010,0.8,0.34,1.44,0.21,0.22,0.006,0.074,0.028
371,2015,0.64,0.32,1.45,0.2,0.21,0.005,0.07,0.028
371,2020,1.24,0.28,1.55,0.22,0.25,0.005,0.055,0.033
373,1995,0.88,0.13,0.82,0.13,0.14,0.006,0.058,0.019
373,2000,0.97,0.12,1.03,0.16,0.13,0.005,0.07,0.021
373,2005,0.95,0.2,0.96,0.17,0.13,0.011,0.075,0.022
373,2010,0.36,0.07,0.61,0.11,0.06,0.003,0.048,0.014
373,2015,0.38,0.07,0.59,0.06,0.06,0.005,0.04,0.014
373,2020,0.31,0.08,0.45,0.02,0.03,0.001,0.035,0.012
375,1995,1.38,0.25,1.17,0.18,0.24,0.008,0.045,0.017
375,2000,1.27,0.3,1.27,0.19,0.23,0.007,0.053,0.016
375,2005,1.11,0.22,1.07,0.13,0.17,0.006,0.047,0.019
375,2010,0.71,0.23,1.09,0.11,0.17,0.006,0.034,0.015
375,2015,0.84,0.21,1.14,0.14,0.16,0.009,0.03,0.017
375,2020,1.01,0.49,1.24,0.18,0.18,0.005,0.087,0.032
377,1995,1.73,0.21,2.47,0.15,0.21,0.006,0.086,0.032
377,2000,1.93,0.2,2.28,0.17,0.22,0.01,0.106,0.03
377,2005,2.59,0.22,3.04,0.27,0.17,0.012,0.107,0.031
377,2010,1.1,0.14,1.92,0.08,0.14,0.011,0.057,0.025
377,2015,0.79,0.28,1.67,0.06,0.11,0.004,0.06,0.023
377,2020,0.63,0.16,0.88,0.11,0.11,0.003,0.035,0.019
379,1995,0.51,0.07,0.48,0.07,0.07,0.006,0.053,0.025
379,2000,0.41,0.03,0.45,0.04,0.05,0.006,0.064,0.024
379,2005,0.36,0.09,0.43,0.03,0.04,0.004,0.055,0.017
379,2010,0.32,0.06,0.44,0.04,0.05,0.004,0.051,0.015
379,2015,0.27,0.05,0.44,0.03,0.04,0.002,0.05,0.014
379,2020,0.34,0.09,0.39,0.07,0.07,0.004,0.039,0.008
381,1995,1.26,0.33,1.15,0.21,0.21,0.006,0.085,0.021
381,2000,1.14,0.39,1.27,0.24,0.21,0.01,0.089,0.026
381,2005,0.95,0.46,1.05,0.18,0.2,0.007,0.108,0.026
381,2010,0.71,0.3,0.95,0.12,0.14,0.008,0.111,0.022
381,2015,0.71,0.27,1.21,0.13,0.15,0.009,0.09,0.022
381,2020,1.44,0.34,1.83,0.11,0.17,0.005,0.078,0.024
383,1995,0.94,0.26,0.89,0.13,0.13,0.007,0.076,0.031
383,2000,0.83,0.22,0.9,0.09,0.11,0.008,0.063,0.028
383,2005,0.81,0.23,0.8,0.06,0.1,0.005,0.055,0.029
383,2010,0.46,0.18,0.84,0.05,0.08,0.005,0.041,0.02
383,2015,0.37,0.16,0.7,0.05,0.08,0.005,0.04,0.022
383,2020,0.56,0.09,0.7,0.07,0.08,0.003,0.046,0.015
385,1995,0.4,0.03,0.45,0.04,0.04,0.003,0.069,0.016
385,2000,0.36,0.04,0.5,0.04,0.04,0.005,0.067,0.014
385,2005,0.33,0.05,0.5,0.04,0.03,0.005,0.071,0.019
385,2010,0.24,0.03,0.48,0.02,0.03,0.007,0.041,0.014
385,2015,0.2,0.01,0.47,0.01,0.03,0.003,0.03,0.013
385,2020,0.41,0.1,0.54,0.04,0.06,0.003,0.036,0.008
387,1995,0.88,0.15,0.94,0.16,0.16,0.006,0.083,0.025
387,2000,0.91,0.16,1.01,0.14,0.15,0.01,0.078,0.02
387,2005,0.82,0.14,0.87,0.12,0.17,0.006,0.076,0.02
387,2010,0.64,0.13,0.91,0.13,0.13,0.005,0.058,0.016
387,2015,0.6,0.1,0.95,0.11,0.14,0.009,0.06,0.016
387,2020,0.55,0.24,0.52,0.07,0.11,0.003,0.064,0.011
389,1995,0.83,0.11,0.75,0.13,0.13,0.005,0.049,0.025
389,2000,0.8,0.15,0.89,0.12,0.12,0.008,0.048,0.02
389,2005,0.89,0.11,0.77,0.13,0.1,0.008,0.062,0.019
389,2010,0.62,0.11,0.88,0.12,0.11,0.006,0.052,0.015
389,2015,0.73,0.18,1.05,0.16,0.16,0.01,0.06,0.016
389,2020,0.57,0.3,0.64,0.07,0.1,0.006,0.067,0.015
393,1995,1.32,0.21,1.13,0.17,0.13,0.009,0.031,0.029
393,2000,0.98,0.19,1.08,0.14,0.13,0.008,0.034,0.02
393,2005,0.87,0.19,0.89,0.17,0.1,0.006,0.04,0.019
393,2010,0.44,0.22,0.47,0.14,0.08,0.005,0.04,0.01
393,2015,0.48,0.25,0.58,0.05,0.08,0.006,0.04,0.017
393,2020,1.23,0.09,1.58,0.11,0.17,0.004,0.055,0.015
395,1995,1.51,0.61,1.29,0.26,0.26,0.013,0.04,0.031
395,2000,1.34,0.83,0.85,0.24,0.22,0.008,0.048,0.028
395,2005,1.17,0.65,1.15,0.21,0.18,0.012,0.063,0.026
395,2010,0.77,0.23,1.09,0.14,0.15,0.004,0.043,0.021
395,2015,0.84,0.22,1.11,0.17,0.15,0.009,0.05,0.019
395,2020,0.38,0.04,0.49,0.07,0.07,0.003,0.035,0.016
397,1995,1.16,0.24,1.03,0.17,0.18,0.012,0.046,0.029
397,2000,0.88,0.21,0.92,0.14,0.13,0.007,0.058,0.029
397,2005,0.84,0.3,1.04,0.19,0.13,0.012,0.118,0.026
397,2010,0.59,0.32,0.85,0.13,0.12,0.006,0.122,0.027
397,2015,0.59,0.31,0.81,0.14,0.11,0.009,0.12,0.019
397,2020,0.62,0.18,0.91,0.11,0.15,0.004,0.047,0.014
399,1995,1.51,0.19,1.31,0.24,0.19,0.012,0.046,0.026
399,2000,1.34,0.24,1.33,0.17,0.21,0.009,0.046,0.028
399,2005,1.29,0.25,1.04,0.18,0.17,0.014,0.056,0.025
399,2010,0.64,0.21,0.87,0.12,0.12,0.007,0.049,0.017
399,2015,0.56,0.2,0.8,0.08,0.11,0.004,0.05,0.017
399,2020,0.3,0.02,0.29,0.02,0.03,0.001,0.036,0.012
401,1995,1.48,0.52,1.25,0.25,0.26,0.017,0.057,0.025
401,2000,1.19,0.6,0.97,0.2,0.26,0.013,0.061,0.02
401,2005,0.99,0.53,0.92,0.17,0.23,0.017,0.06,0.021
401,2010,0.53,0.18,0.72,0.15,0.09,0.005,0.048,0.013
401,2015,0.46,0.17,0.63,0.1,0.08,0.006,0.04,0.016
401,2020,0.91,0.14,1.06,0.14,0.17,0.004,0.023,0.017
403,1995,1.58,1.02,1.41,0.3,0.29,0.013,0.057,0.037
403,2000,1.34,1.21,1.18,0.24,0.21,0.009,0.061,0.028
403,2005,1.17,1.12,1.27,0.24,0.18,0.013,0.07,0.025
403,2010,0.73,0.39,1.08,0.14,0.16,0.005,0.056,0.022
403,2015,0.46,0.17,0.63,0.1,0.08,0.006,0.05,0.021
403,2020,0.42,0.01,0.38,0.03,0.05,0.001,0.048,0.016
405,1995,1.6,0.34,1.57,0.19,0.26,0.01,0.131,0.035
405,2000,1.31,0.31,1.42,0.17,0.23,0.009,0.151,0.029
405,2005,1.39,0.27,1.32,0.15,0.2,0.01,0.132,0.03
405,2010,0.97,0.18,1.43,0.13,0.15,0.023,0.144,0.029
405,2015,0.97,0.13,1.47,0.13,0.17,0.004,0.06,0.019
405,2020,0.95,0.25,0.98,0.14,0.15,0.004,0.038,0.013
407,1995,2.33,0.37,2.18,0.43,0.33,0.013,0.098,0.026
407,2000,2.65,0.3,2.23,0.34,0.29,0.016,0.093,0.023
407,2005,2.9,0.24,2.08,0.38,0.23,0.011,0.103,0.03
407,2010,1.02,0.27,2.09,0.13,0.19,0.008,0.093,0.029
407,2015,1.1,0.26,1.67,0.16,0.19,0.007,0.09,0.031
407,2020,0.95,0.13,0.95,0.13,0.12,0.003,0.037,0.023
409,1995,1.44,0.13,1.17,0.19,0.19,0.007,0.082,0.024
409,2000,1.27,0.14,1.17,0.16,0.17,0.008,0.089,0.02
409,2005,1.16,0.16,1.09,0.12,0.13,0.008,0.092,0.02
409,2010,1.0,0.14,1.2,0.12,0.15,0.008,0.087,0.018
409,2015,0.99,0.15,1.01,0.11,0.14,0.009,0.08,0.023
409,2020,0.74,0.15,0.87,0.11,0.12,0.005,0.042,0.021
411,1995,2.0,0.97,1.73,0.26,0.29,0.017,0.117,0.037
411,2000,1.46,1.09,1.69,0.21,0.25,0.015,0.122,0.038
411,2005,1.44,0.86,1.8,0.16,0.19,0.015,0.204,0.043
411,2010,0.99,1.31,1.6,0.2,0.33,0.01,0.143,0.05
411,2015,0.96,0.75,1.55,0.14,0.23,0.005,0.09,0.034
411,2020,0.52,0.12,0.73,0.12,0.11,0.005,0.046,0.012
413,1995,2.1,0.3,1.87,0.43,0.44,0.015,0.082,0.026
413,2000,1.82,0.27,1.92,0.36,0.37,0.011,0.1,0.026
413,2005,2.15,0.48,2.13,0.39,0.4,0.017,0.101,0.03
413,2010,1.17,0.3,2.17,0.13,0.3,0.007,0.068,0.025
413,2015,0.91,0.15,1.75,0.09,0.26,0.004,0.06,0.025
413,2020,1.53,0.17,2.51,0.22,0.5,0.006,0.075,0.016
415,1995,1.17,0.54,1.51,0.27,0.32,0.022,0.082,0.022
415,2000,1.05,0.67,1.48,0.22,0.32,0.018,0.099,0.027
415,2005,1.2,0.66,1.83,0.24,0.33,0.014,0.085,0.034
415,2010,0.96,0.26,1.66,0.13,0.26,0.005,0.063,0.031
415,2015,0.91,0.12,1.7,0.16,0.24,0.007,0.06,0.027
415,2020,2.67,2.52,3.64,0.95,0.86,0.009,0.063,0.024
417,1995,1.5,0.1,1.39,0.2,0.23,0.01,0.056,0.027
417,2000,1.28,0.11,1.22,0.17,0.18,0.007,0.07,0.027
417,2005,1.29,0.14,1.46,0.18,0.2,0.01,0.08,0.024
417,2010,0.88,0.12,1.34,0.1,0.16,0.008,0.062,0.023
417,2015,1.29,0.15,1.59,0.14,0.22,0.009,0.05,0.023
417,2020,1.5,0.27,2.2,0.13,0.18,0.004,0.046,0.009
419,1995,1.63,0.21,1.64,0.14,0.19,0.008,0.063,0.032
419,2000,1.49,0.18,1.45,0.12,0.16,0.011,0.059,0.028
419,2005,1.46,0.17,1.62,0.14,0.15,0.017,0.051,0.024
419,2010,1.14,0.15,1.91,0.11,0.15,0.012,0.057,0.035
419,2015,1.18,0.09,1.4,0.16,0.17,0.008,0.06,0.026
419,2020,0.6,0.07,0.65,0.08,0.12,0.003,0.042,0.022
421,1995,1.05,0.26,1.0,0.14,0.16,0.01,0.054,0.026
421,2000,1.01,0.23,1.04,0.15,0.15,0.011,0.046,0.024
421,2005,0.79,0.2,1.19,0.15,0.16,0.012,0.076,0.02
421,2010,0.64,0.13,0.99,0.16,0.11,0.009,0.054,0.022
421,2015,0.57,0.12,0.79,0.11,0.1,0.01,0.06,0.02
421,2020,0.49,1.37,0.65,0.13,0.12,0.006,0.055,0.012
423,1995,1.77,0.18,2.02,0.2,0.43,0.011,0.095,0.029
423,2000,1.58,0.14,1.98,0.21,0.41,0.01,0.081,0.025
423,2005,1.47,0.19,2.1,0.2,0.43,0.013,0.099,0.024
423,2010,1.1,0.11,2.12,0.15,0.39,0.01,0.074,0.028
423,2015,1.07,0.12,2.01,0.17,0.39,0.007,0.07,0.024
423,2020,0.77,0.12,1.12,0.14,0.18,0.003,0.04,0.013
425,1995,1.13,0.35,1.07,0.13,0.19,0.011,0.066,0.036
425,2000,1.02,0.35,1.16,0.13,0.18,0.013,0.071,0.035
425,2005,1.04,0.36,1.17,0.17,0.13,0.014,0.072,0.039
425,2010,0.84,0.16,1.29,0.1,0.16,0.015,0.058,0.026
425,2015,0.86,0.14,1.09,0.13,0.14,0.007,0.06,0.022
425,2020,0.76,1.27,1.26,0.18,0.14,0.006,0.266,0.025
427,1995,2.53,0.25,2.94,0.38,0.85,0.015,0.096,0.04
427,2000,2.83,0.3,2.75,0.28,0.77,0.016,0.102,0.045
427,2005,2.91,0.34,2.94,0.25,0.61,0.02,0.13,0.038
427,2010,1.85,0.28,3.08,0.25,0.67,0.017,0.073,0.046
427,2015,1.81,0.22,2.7,0.23,0.64,0.011,0.07,0.036
427,2020,0.34,0.12,0.32,0.06,0.05,0.003,0.034,0.018
429,1995,2.5,0.31,2.88,0.56,0.69,0.01,0.098,0.044
429,2000,2.35,0.31,2.68,0.52,0.65,0.009,0.077,0.038
429,2005,2.68,0.34,2.88,0.7,0.65,0.013,0.101,0.035
429,2010,1.52,0.34,2.77,0.25,0.54,0.009,0.084,0.036
429,2015,1.43,0.34,2.63,0.26,0.54,0.005,0.08,0.037
429,2020,0.23,0.08,0.28,0.05,0.05,0.003,0.051,0.032
431,1995,1.43,0.22,1.36,0.14,0.27,0.01,0.068,0.026
431,2000,1.22,0.27,1.35,0.12,0.28,0.008,0.57,0.021
431,2005,1.11,0.18,1.45,0.16,0.22,0.016,0.054,0.018
431,2010,1.02,0.27,1.78,0.13,0.27,0.011,0.039,0.016
431,2015,1.11,0.12,1.56,0.15,0.27,0.011,0.04,0.014
431,2020,0.62,0.18,0.68,0.14,0.11,0.003,0.044,0.013
433,1995,1.83,0.29,2.07,0.28,0.49,0.012,0.114,0.027
433,2000,1.48,0.37,2.26,0.24,0.53,0.017,0.107,0.03
433,2005,1.58,0.53,2.15,0.2,0.54,0.017,0.097,0.029
433,2010,1.15,0.52,2.53,0.24,0.6,0.013,0.062,0.035
433,2015,1.35,0.52,2.39,0.23,0.68,0.011,0.06,0.024
433,2020,0.79,0.24,0.79,0.13,0.12,0.005,0.073,0.035
435,1995,1.56,0.25,1.77,0.22,0.45,0.009,0.084,0.029
435,2000,1.43,0.29,1.87,0.24,0.43,0.008,0.079,0.024
435,2005,1.3,0.46,2.13,0.18,0.51,0.011,0.093,0.026
435,2010,1.16,0.4,2.31,0.25,0.48,0.008,0.064,0.027
435,2015,1.17,0.26,2.06,0.24,0.43,0.008,0.06,0.02
435,2020,0.35,0.06,0.46,0.07,0.07,0.003,0.038,0.015
437,1995,1.45,0.17,1.47,0.2,0.24,0.012,0.07,0.021
437,2000,1.27,0.15,1.37,0.16,0.21,0.01,0.077,0.019
437,2005,1.17,0.15,2.46,0.18,0.22,0.012,0.066,0.017
437,2010,0.67,0.17,1.28,0.15,0.17,0.006,0.05,0.015
437,2015,0.7,0.09,1.06,0.11,0.17,0.006,0.05,0.016
437,2020,0.93,0.4,1.23,0.27,0.25,0.005,0.084,0.012
439,1995,1.29,0.14,1.4,0.16,0.27,0.007,0.069,0.021
439,2000,1.25,0.14,1.42,0.17,0.22,0.008,0.067,0.021
439,2005,0.92,0.14,1.3,0.14,0.2,0.008,0.059,0.021
439,2010,1.07,0.17,1.9,0.15,0.32,0.007,0.043,0.018
439,2015,1.21,0.18,1.87,0.18,0.34,0.006,0.04,0.019
439,2020,0.37,0.11,0.47,0.07,0.07,0.002,0.038,0.022
441,1995,2.8,0.43,3.22,0.47,0.74,0.017,0.102,0.028
441,2000,2.47,0.43,3.39,0.46,0.74,0.013,0.1,0.026
441,2005,2.67,0.42,2.9,0.51,0.73,0.023,0.1,0.027
441,2010,1.52,0.31,3.13,0.25,0.58,0.011,0.087,0.026
441,2015,1.63,0.35,2.88,0.28,0.61,0.007,0.08,0.025
441,2020,0.32,0.11,0.41,0.06,0.06,0.008,0.045,0.024
443,1995,1.87,0.29,1.84,0.18,0.33,0.011,0.08,0.034
443,2000,2.2,0.38,2.61,0.23,0.35,0.011,0.095,0.037
443,2005,2.1,0.37,2.57,0.26,0.43,0.013,0.08,0.045
443,2010,1.24,0.34,2.33,0.16,0.34,0.008,0.097,0.037
443,2015,1.51,0.36,2.22,0.21,0.36,0.007,0.1,0.038
443,2020,1.38,2.39,2.03,0.24,0.38,0.006,0.089,0.022
445,1995,1.21,0.22,1.15,0.14,0.18,0.006,0.098,0.025
445,2000,1.33,0.3,1.42,0.17,0.22,0.01,0.083,0.025
445,2005,1.29,0.26,1.45,0.19,0.23,0.01,0.076,0.022
445,2010,1.05,0.22,1.4,0.15,0.21,0.006,0.05,0.017
445,2015,1.17,0.23,1.66,0.14,0.24,0.006,0.04,0.019
445,2020,1.57,0.53,2.31,0.26,0.61,0.005,0.076,0.015
447,1995,1.33,0.38,1.29,0.23,0.22,0.007,0.085,0.031
447,2000,1.2,0.3,1.28,0.19,0.19,0.01,0.102,0.032
447,2005,0.99,0.45,1.32,0.15,0.17,0.007,0.092,0.031
447,2010,0.78,0.41,1.32,0.17,0.17,0.005,0.085,0.032
447,2015,0.9,0.18,1.17,0.18,0.19,0.007,0.06,0.022
447,2020,0.47,0.15,0.53,0.08,0.09,0.007,0.101,0.014
449,1995,1.4,0.25,1.57,0.24,0.27,0.006,0.039,0.027
449,2000,1.93,0.3,2.04,0.25,0.35,0.011,0.048,0.032
449,2005,1.77,0.28,1.83,0.29,0.33,0.01,0.06,0.029
449,2010,0.75,0.27,1.62,0.17,0.2,0.009,0.06,0.021
449,2015,0.67,0.27,1.41,0.16,0.19,0.004,0.062,0.031
449,2020,0.54,0.15,0.53,0.03,0.05,0.002,0.078,0.02
